device_id,customer_id,device_type,app_version,is_rooted,last_active
dev103542,cust103542,android,4.8.10,0,09:48.9
dev103543,cust103543,tablet,2.4.16,0,45:08.7
dev103544,cust103544,tablet,2.9.17,0,31:50.0
dev103545,cust103545,android,2.4.19,0,41:27.3
dev103546,cust103546,tablet,1.5.5,0,45:32.9
dev103547,cust103547,ios,4.2.20,0,38:34.9
dev103548,cust103548,feature_phone,3.3.12,0,32:44.8
dev103549,cust103549,tablet,4.6.16,0,28:38.6
dev103550,cust103550,feature_phone,1.2.11,0,10:18.0
dev103551,cust103551,feature_phone,1.2.7,0,23:59.8
dev103552,cust103552,ios,1.6.11,0,48:08.6
dev103553,cust103553,feature_phone,2.1.15,0,05:48.2
dev103554,cust103554,ios,3.6.17,0,32:15.1
dev103555,cust103555,feature_phone,2.4.11,0,25:03.9
dev103556,cust103556,feature_phone,3.4.14,1,17:10.7
dev103557,cust103557,ios,4.3.12,0,45:39.4
dev103558,cust103558,tablet,1.1.2,0,38:30.0
dev103559,cust103559,android,3.1.6,0,49:45.6
dev103560,cust103560,android,1.3.19,0,02:44.2
dev103561,cust103561,feature_phone,1.7.5,1,54:45.3
dev103562,cust103562,ios,1.9.13,0,17:23.5
dev103563,cust103563,android,1.2.6,0,41:34.5
dev103564,cust103564,tablet,2.6.18,0,14:35.9
dev103565,cust103565,tablet,3.2.0,0,51:30.3
dev103566,cust103566,android,2.4.2,0,16:57.8
dev103567,cust103567,ios,4.3.8,0,15:37.0
dev103568,cust103568,tablet,4.8.12,0,53:04.7
dev103569,cust103569,tablet,2.3.15,0,37:31.2
dev103570,cust103570,tablet,4.7.14,0,33:06.4
dev103571,cust103571,tablet,1.0.2,0,07:57.0
dev103572,cust103572,android,4.4.16,0,54:59.5
dev103573,cust103573,android,4.7.1,0,15:08.2
dev103574,cust103574,ios,2.8.17,0,34:08.9
dev103575,cust103575,android,1.8.19,0,01:34.1
dev103576,cust103576,android,1.3.8,0,54:05.2
dev103577,cust103577,feature_phone,3.2.8,0,25:00.3
dev103578,cust103578,tablet,2.6.15,0,59:30.1
dev103579,cust103579,tablet,4.6.5,0,53:35.0
dev103580,cust103580,tablet,4.7.14,0,47:28.4
dev103581,cust103581,tablet,3.3.8,0,13:19.3
dev103582,cust103582,feature_phone,2.0.6,0,51:29.1
dev103583,cust103583,feature_phone,3.1.13,1,39:28.0
dev103584,cust103584,android,4.0.11,0,42:24.8
dev103585,cust103585,tablet,4.1.0,0,04:10.1
dev103586,cust103586,android,4.8.14,0,24:00.4
dev103587,cust103587,ios,4.4.13,1,15:53.6
dev103588,cust103588,tablet,1.9.0,0,30:39.9
dev103589,cust103589,tablet,4.6.5,0,55:02.6
dev103590,cust103590,android,1.7.11,0,01:52.2
dev103591,cust103591,tablet,2.4.9,0,28:07.4
dev103592,cust103592,tablet,2.4.11,0,12:59.8
dev103593,cust103593,feature_phone,4.7.19,0,38:15.5
dev103594,cust103594,feature_phone,1.4.7,0,20:37.8
dev103595,cust103595,feature_phone,3.4.8,0,48:19.1
dev103596,cust103596,android,1.3.15,0,25:23.4
dev103597,cust103597,android,2.8.7,0,15:40.8
dev103598,cust103598,tablet,1.1.6,0,55:02.4
dev103599,cust103599,tablet,1.1.12,0,33:47.7
dev103600,cust103600,feature_phone,4.2.7,0,11:32.1
dev103601,cust103601,feature_phone,1.6.2,0,37:59.3
dev103602,cust103602,feature_phone,3.1.6,0,16:27.0
dev103603,cust103603,feature_phone,4.9.5,0,08:04.6
dev103604,cust103604,feature_phone,3.2.7,0,15:48.4
dev103605,cust103605,tablet,3.3.7,0,20:00.4
dev103606,cust103606,ios,1.0.16,0,20:51.2
dev103607,cust103607,ios,2.9.4,0,01:20.6
dev103608,cust103608,tablet,2.4.17,0,46:01.7
dev103609,cust103609,tablet,3.2.3,0,35:07.6
dev103610,cust103610,tablet,3.3.19,0,23:47.7
dev103611,cust103611,android,4.0.11,0,06:12.4
dev103612,cust103612,tablet,3.3.0,0,13:37.0
dev103613,cust103613,ios,1.5.19,0,31:09.0
dev103614,cust103614,android,3.0.13,0,31:32.3
dev103615,cust103615,feature_phone,2.3.18,0,29:37.8
dev103616,cust103616,ios,1.0.17,0,56:55.1
dev103617,cust103617,feature_phone,1.6.8,0,16:08.0
dev103618,cust103618,feature_phone,4.1.13,0,08:14.5
dev103619,cust103619,feature_phone,2.4.1,0,48:32.4
dev103620,cust103620,feature_phone,3.5.7,0,15:29.9
dev103621,cust103621,tablet,4.7.19,0,19:14.6
dev103622,cust103622,ios,2.4.19,0,08:54.6
dev103623,cust103623,android,2.1.11,0,24:02.8
dev103624,cust103624,feature_phone,4.4.13,0,37:53.8
dev103625,cust103625,ios,4.7.1,0,32:51.7
dev103626,cust103626,tablet,4.0.1,0,22:11.3
dev103627,cust103627,feature_phone,1.4.7,0,40:46.4
dev103628,cust103628,feature_phone,3.0.4,0,58:34.1
dev103629,cust103629,android,1.2.12,0,53:43.3
dev103630,cust103630,feature_phone,4.1.12,0,59:47.6
dev103631,cust103631,android,1.9.8,0,21:47.8
dev103632,cust103632,ios,1.2.13,0,41:10.9
dev103633,cust103633,tablet,3.0.10,0,07:11.5
dev103634,cust103634,ios,2.4.9,0,50:17.5
dev103635,cust103635,feature_phone,4.1.20,0,18:09.4
dev103636,cust103636,tablet,1.2.0,0,04:28.3
dev103637,cust103637,ios,3.1.1,0,56:08.4
dev103638,cust103638,android,3.9.12,0,52:24.5
dev103639,cust103639,tablet,2.4.9,0,47:43.0
dev103640,cust103640,ios,4.3.12,0,07:13.1
dev103641,cust103641,android,4.0.18,0,44:53.5
dev103642,cust103642,ios,4.5.12,0,05:32.6
dev103643,cust103643,ios,3.6.19,0,24:15.4
dev103644,cust103644,tablet,2.9.20,0,09:47.6
dev103645,cust103645,tablet,1.7.9,0,31:53.1
dev103646,cust103646,feature_phone,3.1.11,0,02:27.9
dev103647,cust103647,tablet,1.4.9,0,42:14.1
dev103648,cust103648,feature_phone,3.6.11,0,42:05.3
dev103649,cust103649,feature_phone,4.8.14,0,15:05.1
dev103650,cust103650,ios,1.4.4,0,53:08.7
dev103651,cust103651,feature_phone,4.4.9,0,30:50.3
dev103652,cust103652,android,4.4.1,0,54:29.7
dev103653,cust103653,feature_phone,1.2.8,0,43:21.0
dev103654,cust103654,tablet,1.7.11,0,02:53.5
dev103655,cust103655,ios,3.6.17,0,28:27.0
dev103656,cust103656,tablet,2.9.9,0,09:59.8
dev103657,cust103657,ios,1.3.16,0,06:57.3
dev103658,cust103658,ios,3.8.10,0,57:53.4
dev103659,cust103659,ios,2.7.15,0,20:28.4
dev103660,cust103660,android,4.0.10,0,41:27.7
dev103661,cust103661,feature_phone,2.9.11,0,09:09.1
dev103662,cust103662,tablet,3.7.16,0,15:16.0
dev103663,cust103663,feature_phone,3.0.20,0,56:50.2
dev103664,cust103664,android,4.3.10,0,52:29.6
dev103665,cust103665,feature_phone,2.0.1,0,29:05.4
dev103666,cust103666,ios,1.5.9,1,11:30.1
dev103667,cust103667,ios,1.6.16,0,33:07.0
dev103668,cust103668,ios,3.8.9,0,17:57.8
dev103669,cust103669,ios,3.4.4,0,33:34.6
dev103670,cust103670,tablet,2.2.12,0,51:29.7
dev103671,cust103671,ios,2.5.1,0,13:22.0
dev103672,cust103672,tablet,3.6.5,0,28:35.0
dev103673,cust103673,feature_phone,1.1.17,0,20:46.6
dev103674,cust103674,feature_phone,3.6.2,0,50:16.0
dev103675,cust103675,ios,4.4.14,0,23:49.3
dev103676,cust103676,feature_phone,2.4.19,0,34:32.2
dev103677,cust103677,feature_phone,1.1.3,0,07:28.5
dev103678,cust103678,tablet,3.4.15,0,03:31.9
dev103679,cust103679,feature_phone,3.2.13,0,49:31.9
dev103680,cust103680,feature_phone,1.9.2,0,35:15.3
dev103681,cust103681,feature_phone,4.9.6,0,25:07.1
dev103682,cust103682,ios,3.1.13,0,02:43.8
dev103683,cust103683,android,3.1.5,0,03:12.1
dev103684,cust103684,android,4.2.16,0,23:30.9
dev103685,cust103685,ios,1.9.16,0,30:44.8
dev103686,cust103686,feature_phone,4.9.2,1,55:40.4
dev103687,cust103687,ios,2.9.17,0,34:13.7
dev103688,cust103688,tablet,3.0.19,0,27:17.2
dev103689,cust103689,feature_phone,3.8.0,0,01:16.2
dev103690,cust103690,ios,1.5.10,0,37:26.2
dev103691,cust103691,feature_phone,2.9.13,0,52:40.5
dev103692,cust103692,tablet,3.1.17,0,53:40.3
dev103693,cust103693,ios,2.4.5,0,56:39.8
dev103694,cust103694,ios,1.8.2,0,45:06.5
dev103695,cust103695,feature_phone,1.9.2,0,44:49.3
dev103696,cust103696,tablet,2.3.13,0,47:38.3
dev103697,cust103697,android,1.7.10,0,07:15.5
dev103698,cust103698,tablet,2.7.11,0,46:26.8
dev103699,cust103699,feature_phone,1.4.4,0,44:22.6
dev103700,cust103700,feature_phone,4.6.4,0,23:26.7
dev103701,cust103701,ios,4.9.2,0,40:43.3
dev103702,cust103702,ios,2.7.5,0,26:28.2
dev103703,cust103703,tablet,4.6.15,0,55:41.0
dev103704,cust103704,feature_phone,4.5.2,0,46:57.8
dev103705,cust103705,tablet,2.9.17,0,00:26.9
dev103706,cust103706,ios,2.4.8,0,39:21.5
dev103707,cust103707,feature_phone,4.9.1,0,32:42.3
dev103708,cust103708,ios,2.0.2,1,43:21.0
dev103709,cust103709,tablet,4.7.8,0,52:44.2
dev103710,cust103710,tablet,2.7.5,0,49:20.4
dev103711,cust103711,android,1.2.6,0,30:58.5
dev103712,cust103712,ios,2.6.20,0,45:04.0
dev103713,cust103713,feature_phone,2.4.10,0,42:27.4
dev103714,cust103714,ios,4.8.2,0,46:33.3
dev103715,cust103715,ios,1.5.7,0,52:05.9
dev103716,cust103716,android,3.6.7,0,29:47.5
dev103717,cust103717,ios,3.2.2,0,15:28.8
dev103718,cust103718,android,2.7.0,0,27:11.0
dev103719,cust103719,tablet,1.5.1,0,24:30.0
dev103720,cust103720,tablet,3.6.16,0,09:04.1
dev103721,cust103721,feature_phone,1.2.15,0,42:13.5
dev103722,cust103722,ios,3.0.8,0,47:47.8
dev103723,cust103723,android,3.6.2,0,36:08.6
dev103724,cust103724,android,1.8.13,0,36:28.1
dev103725,cust103725,ios,3.8.4,0,01:47.5
dev103726,cust103726,feature_phone,4.6.11,0,21:43.1
dev103727,cust103727,ios,3.1.10,0,31:16.0
dev103728,cust103728,android,2.7.0,0,30:06.0
dev103729,cust103729,tablet,4.7.6,0,31:43.6
dev103730,cust103730,android,1.0.12,0,59:34.1
dev103731,cust103731,feature_phone,3.4.18,0,21:50.0
dev103732,cust103732,android,2.0.9,0,37:10.6
dev103733,cust103733,android,4.7.19,0,49:56.7
dev103734,cust103734,tablet,3.8.19,0,14:45.6
dev103735,cust103735,ios,2.0.15,0,30:35.8
dev103736,cust103736,ios,2.7.16,0,48:48.8
dev103737,cust103737,feature_phone,2.6.15,0,49:34.7
dev103738,cust103738,feature_phone,4.3.10,0,53:37.8
dev103739,cust103739,feature_phone,4.5.1,0,12:32.3
dev103740,cust103740,tablet,3.2.9,0,10:50.0
dev103741,cust103741,ios,3.1.0,0,30:56.2
dev103742,cust103742,feature_phone,4.3.20,0,39:26.9
dev103743,cust103743,ios,3.9.10,0,04:59.5
dev103744,cust103744,ios,2.2.2,0,15:45.9
dev103745,cust103745,feature_phone,2.6.20,0,17:31.7
dev103746,cust103746,tablet,4.1.12,0,15:42.0
dev103747,cust103747,feature_phone,4.1.16,0,41:32.1
dev103748,cust103748,ios,2.8.6,0,24:19.9
dev103749,cust103749,tablet,2.0.18,0,28:50.8
dev103750,cust103750,android,2.5.11,0,12:22.8
dev103751,cust103751,android,4.4.4,0,45:11.8
dev103752,cust103752,tablet,3.5.20,0,31:19.5
dev103753,cust103753,feature_phone,3.6.14,0,28:42.8
dev103754,cust103754,tablet,2.3.14,0,25:59.5
dev103755,cust103755,feature_phone,1.6.9,0,44:27.9
dev103756,cust103756,tablet,3.2.11,0,01:47.7
dev103757,cust103757,ios,4.8.8,0,19:25.7
dev103758,cust103758,tablet,2.3.11,0,48:16.9
dev103759,cust103759,android,2.5.6,0,59:06.9
dev103760,cust103760,ios,3.8.12,0,00:32.8
dev103761,cust103761,tablet,4.6.12,0,08:07.3
dev103762,cust103762,feature_phone,3.9.5,0,25:24.9
dev103763,cust103763,android,3.9.5,0,08:26.7
dev103764,cust103764,feature_phone,4.3.15,0,40:30.1
dev103765,cust103765,tablet,2.4.13,0,31:49.1
dev103766,cust103766,tablet,4.7.2,0,20:42.9
dev103767,cust103767,tablet,1.2.1,0,53:37.7
dev103768,cust103768,android,2.5.14,0,40:11.3
dev103769,cust103769,android,1.7.19,0,29:49.0
dev103770,cust103770,android,2.5.6,0,34:31.1
dev103771,cust103771,feature_phone,3.9.15,0,45:19.0
dev103772,cust103772,android,4.8.3,0,40:34.2
dev103773,cust103773,android,1.9.9,0,36:26.4
dev103774,cust103774,tablet,3.2.5,0,29:36.7
dev103775,cust103775,tablet,1.3.20,1,18:24.8
dev103776,cust103776,tablet,2.2.15,0,50:15.8
dev103777,cust103777,ios,2.6.13,0,26:01.5
dev103778,cust103778,feature_phone,2.0.4,0,10:51.1
dev103779,cust103779,android,2.3.14,0,58:22.4
dev103780,cust103780,android,4.6.17,0,11:34.3
dev103781,cust103781,android,3.4.2,0,22:08.3
dev103782,cust103782,ios,4.2.18,0,57:29.3
dev103783,cust103783,feature_phone,4.5.20,0,43:49.3
dev103784,cust103784,tablet,3.3.2,0,36:03.6
dev103785,cust103785,ios,1.7.9,0,26:32.9
dev103786,cust103786,feature_phone,1.3.7,0,33:42.0
dev103787,cust103787,feature_phone,2.5.4,0,54:46.1
dev103788,cust103788,tablet,3.4.17,0,32:59.3
dev103789,cust103789,feature_phone,2.2.7,0,23:16.5
dev103790,cust103790,ios,1.4.9,0,11:38.4
dev103791,cust103791,ios,3.0.15,0,02:57.7
dev103792,cust103792,ios,1.0.19,0,59:36.8
dev103793,cust103793,tablet,3.9.8,0,37:42.4
dev103794,cust103794,feature_phone,1.4.16,0,07:13.1
dev103795,cust103795,ios,2.2.5,0,36:31.8
dev103796,cust103796,feature_phone,3.6.4,0,21:22.9
dev103797,cust103797,android,3.6.17,0,32:09.6
dev103798,cust103798,android,1.9.2,0,07:45.2
dev103799,cust103799,feature_phone,4.9.5,0,27:34.7
dev103800,cust103800,feature_phone,4.4.17,0,27:47.8
dev103801,cust103801,tablet,4.8.14,0,26:02.4
dev103802,cust103802,android,1.2.20,0,12:27.4
dev103803,cust103803,tablet,2.1.1,0,36:45.1
dev103804,cust103804,tablet,4.3.12,0,11:45.0
dev103805,cust103805,android,2.1.4,0,25:57.7
dev103806,cust103806,tablet,4.6.12,0,34:22.4
dev103807,cust103807,ios,4.8.20,0,36:37.0
dev103808,cust103808,feature_phone,4.9.6,0,02:11.5
dev103809,cust103809,android,1.1.4,0,40:54.1
dev103810,cust103810,android,3.2.11,0,15:07.8
dev103811,cust103811,ios,2.6.15,0,47:38.4
dev103812,cust103812,tablet,2.7.17,0,46:56.1
dev103813,cust103813,feature_phone,1.8.20,0,34:04.9
dev103814,cust103814,android,4.7.7,0,29:24.0
dev103815,cust103815,android,4.3.12,0,33:06.7
dev103816,cust103816,ios,3.6.13,0,59:25.7
dev103817,cust103817,tablet,2.4.13,0,16:10.7
dev103818,cust103818,android,4.9.18,0,35:24.2
dev103819,cust103819,feature_phone,1.4.19,0,55:09.8
dev103820,cust103820,android,2.8.10,0,15:23.2
dev103821,cust103821,ios,3.6.3,0,03:24.9
dev103822,cust103822,tablet,4.6.2,0,31:15.2
dev103823,cust103823,android,3.7.5,0,12:38.1
dev103824,cust103824,android,3.6.11,0,52:37.6
dev103825,cust103825,feature_phone,1.6.13,0,06:45.1
dev103826,cust103826,feature_phone,2.4.16,0,09:22.5
dev103827,cust103827,ios,4.0.12,0,42:59.3
dev103828,cust103828,android,4.5.1,0,41:45.5
dev103829,cust103829,android,4.6.17,0,29:39.8
dev103830,cust103830,ios,2.8.19,0,05:56.3
dev103831,cust103831,feature_phone,4.6.16,0,52:54.9
dev103832,cust103832,android,2.0.18,0,13:24.2
dev103833,cust103833,feature_phone,4.6.16,0,03:40.2
dev103834,cust103834,ios,3.2.15,0,51:13.6
dev103835,cust103835,feature_phone,3.6.4,0,00:10.5
dev103836,cust103836,tablet,2.2.14,0,45:44.1
dev103837,cust103837,android,3.0.6,0,46:55.3
dev103838,cust103838,tablet,4.9.3,0,18:01.1
dev103839,cust103839,ios,2.6.5,0,05:25.2
dev103840,cust103840,tablet,2.6.6,0,43:58.8
dev103841,cust103841,android,2.8.3,0,07:54.2
dev103842,cust103842,android,2.1.14,0,30:32.7
dev103843,cust103843,feature_phone,4.8.1,0,39:17.6
dev103844,cust103844,feature_phone,1.2.6,0,48:10.0
dev103845,cust103845,tablet,1.1.10,0,57:11.7
dev103846,cust103846,tablet,4.2.4,0,44:56.8
dev103847,cust103847,feature_phone,4.5.2,0,16:58.2
dev103848,cust103848,feature_phone,4.4.12,0,28:30.2
dev103849,cust103849,tablet,4.3.7,1,05:38.3
dev103850,cust103850,ios,2.7.2,0,09:04.1
dev103851,cust103851,ios,2.4.13,0,57:03.8
dev103852,cust103852,feature_phone,1.8.9,0,10:47.1
dev103853,cust103853,android,1.9.18,0,50:54.3
dev103854,cust103854,tablet,2.7.4,0,16:09.1
dev103855,cust103855,tablet,1.0.0,0,00:36.3
dev103856,cust103856,feature_phone,3.2.15,0,13:24.1
dev103857,cust103857,feature_phone,4.1.10,0,03:38.0
dev103858,cust103858,feature_phone,1.4.9,0,43:21.2
dev103859,cust103859,android,2.0.14,0,42:59.9
dev103860,cust103860,feature_phone,4.1.19,0,36:17.7
dev103861,cust103861,android,2.6.4,0,07:09.7
dev103862,cust103862,feature_phone,2.1.4,0,38:27.5
dev103863,cust103863,feature_phone,4.3.5,0,03:50.4
dev103864,cust103864,feature_phone,4.4.0,0,09:09.5
dev103865,cust103865,ios,4.2.8,0,34:02.4
dev103866,cust103866,ios,4.9.9,0,29:22.0
dev103867,cust103867,tablet,4.3.6,0,22:39.5
dev103868,cust103868,tablet,4.2.11,0,24:16.4
dev103869,cust103869,ios,4.2.8,0,37:25.8
dev103870,cust103870,android,4.2.0,0,33:05.3
dev103871,cust103871,ios,4.4.18,0,20:09.6
dev103872,cust103872,feature_phone,3.0.18,0,29:45.5
dev103873,cust103873,ios,4.2.20,0,38:33.1
dev103874,cust103874,ios,1.2.9,0,23:59.7
dev103875,cust103875,tablet,2.3.16,0,53:52.9
dev103876,cust103876,android,4.7.12,0,53:19.0
dev103877,cust103877,feature_phone,2.6.17,0,38:11.2
dev103878,cust103878,android,4.3.15,0,04:06.4
dev103879,cust103879,ios,3.3.10,0,56:46.9
dev103880,cust103880,tablet,1.9.5,0,39:58.1
dev103881,cust103881,android,3.3.1,0,08:08.7
dev103882,cust103882,ios,4.6.16,0,06:09.5
dev103883,cust103883,ios,3.3.7,0,16:10.8
dev103884,cust103884,android,3.7.2,0,57:37.0
dev103885,cust103885,feature_phone,2.5.0,0,25:02.9
dev103886,cust103886,android,3.5.9,0,21:43.1
dev103887,cust103887,feature_phone,2.7.17,0,36:57.2
dev103888,cust103888,ios,1.0.11,0,42:18.5
dev103889,cust103889,ios,1.9.12,0,25:11.4
dev103890,cust103890,android,2.3.3,0,27:07.8
dev103891,cust103891,ios,4.1.4,0,06:48.1
dev103892,cust103892,ios,3.9.7,0,40:19.0
dev103893,cust103893,feature_phone,4.6.9,1,07:51.1
dev103894,cust103894,android,1.0.18,0,11:23.4
dev103895,cust103895,tablet,1.3.6,0,46:06.1
dev103896,cust103896,android,3.4.2,0,37:23.6
dev103897,cust103897,tablet,2.2.17,0,28:14.6
dev103898,cust103898,tablet,3.3.12,0,00:59.0
dev103899,cust103899,feature_phone,4.1.0,0,25:33.0
dev103900,cust103900,ios,1.3.4,0,49:27.4
dev103901,cust103901,ios,4.8.1,0,05:39.6
dev103902,cust103902,feature_phone,1.4.14,0,17:18.6
dev103903,cust103903,ios,3.0.2,0,33:04.6
dev103904,cust103904,feature_phone,1.8.1,0,50:41.8
dev103905,cust103905,tablet,1.0.3,0,57:45.2
dev103906,cust103906,ios,4.0.3,0,43:10.5
dev103907,cust103907,ios,3.2.8,0,02:33.1
dev103908,cust103908,feature_phone,3.7.8,0,34:22.3
dev103909,cust103909,tablet,2.7.18,0,14:51.9
dev103910,cust103910,feature_phone,4.2.18,0,04:46.9
dev103911,cust103911,android,3.3.1,0,15:59.0
dev103912,cust103912,feature_phone,4.8.13,0,33:22.6
dev103913,cust103913,android,1.1.14,0,09:54.8
dev103914,cust103914,tablet,2.5.18,0,08:42.4
dev103915,cust103915,android,4.4.5,0,23:47.3
dev103916,cust103916,android,3.0.4,1,11:06.5
dev103917,cust103917,ios,3.6.17,0,47:23.2
dev103918,cust103918,android,4.8.17,0,41:41.4
dev103919,cust103919,ios,3.0.1,0,59:39.9
dev103920,cust103920,tablet,2.7.14,0,38:00.4
dev103921,cust103921,feature_phone,4.7.19,0,04:33.5
dev103922,cust103922,tablet,2.0.10,0,55:53.5
dev103923,cust103923,ios,4.5.17,0,52:23.8
dev103924,cust103924,feature_phone,2.1.0,0,14:30.3
dev103925,cust103925,tablet,3.7.5,0,43:01.5
dev103926,cust103926,feature_phone,3.6.16,1,14:07.5
dev103927,cust103927,feature_phone,4.2.18,0,03:03.2
dev103928,cust103928,ios,4.6.7,0,57:02.4
dev103929,cust103929,tablet,4.0.3,0,17:56.7
dev103930,cust103930,android,4.3.12,0,54:50.3
dev103931,cust103931,tablet,2.0.18,0,53:40.7
dev103932,cust103932,android,3.8.2,0,02:43.9
dev103933,cust103933,feature_phone,4.2.1,0,26:53.8
dev103934,cust103934,ios,4.6.4,0,31:12.9
dev103935,cust103935,tablet,2.2.7,0,56:36.3
dev103936,cust103936,tablet,2.7.8,0,14:29.0
dev103937,cust103937,feature_phone,2.2.15,0,36:47.9
dev103938,cust103938,android,1.7.2,0,10:42.2
dev103939,cust103939,android,3.1.4,0,10:50.6
dev103940,cust103940,ios,4.9.2,0,05:47.1
dev103941,cust103941,ios,1.4.12,0,58:50.3
dev103942,cust103942,feature_phone,1.9.6,0,27:07.8
dev103943,cust103943,feature_phone,3.9.3,0,30:14.5
dev103944,cust103944,tablet,4.6.18,0,42:13.7
dev103945,cust103945,ios,1.8.17,0,36:23.5
dev103946,cust103946,tablet,4.7.16,0,54:21.9
dev103947,cust103947,ios,3.8.11,0,03:07.4
dev103948,cust103948,feature_phone,3.0.8,0,26:18.7
dev103949,cust103949,tablet,1.5.18,0,12:34.0
dev103950,cust103950,tablet,4.9.18,0,49:03.0
dev103951,cust103951,tablet,4.0.16,0,46:27.6
dev103952,cust103952,tablet,1.3.5,0,29:30.6
dev103953,cust103953,ios,2.2.12,0,53:23.9
dev103954,cust103954,tablet,3.6.8,0,19:08.3
dev103955,cust103955,feature_phone,3.4.20,0,43:29.6
dev103956,cust103956,tablet,2.9.9,0,09:39.7
dev103957,cust103957,tablet,2.8.11,0,26:32.8
dev103958,cust103958,ios,3.1.9,0,37:59.6
dev103959,cust103959,ios,2.6.7,0,02:18.5
dev103960,cust103960,ios,4.9.8,0,16:40.3
dev103961,cust103961,android,4.9.11,0,04:15.3
dev103962,cust103962,feature_phone,3.8.19,0,59:06.9
dev103963,cust103963,feature_phone,2.4.17,0,31:40.2
dev103964,cust103964,tablet,4.2.10,0,29:31.8
dev103965,cust103965,ios,1.0.16,0,38:23.9
dev103966,cust103966,ios,2.4.15,0,18:32.4
dev103967,cust103967,android,4.3.8,0,07:26.0
dev103968,cust103968,ios,1.9.14,0,30:04.2
dev103969,cust103969,feature_phone,4.0.17,0,11:50.7
dev103970,cust103970,ios,2.7.14,0,32:49.3
dev103971,cust103971,tablet,3.9.7,0,46:18.4
dev103972,cust103972,ios,3.4.5,0,09:40.8
dev103973,cust103973,android,2.6.5,0,00:26.8
dev103974,cust103974,ios,4.3.10,0,22:13.2
dev103975,cust103975,feature_phone,2.2.4,0,48:33.1
dev103976,cust103976,ios,4.8.9,0,07:55.2
dev103977,cust103977,android,4.5.15,0,22:09.5
dev103978,cust103978,android,4.9.7,0,21:29.7
dev103979,cust103979,tablet,4.3.15,0,37:12.1
dev103980,cust103980,android,4.0.16,0,07:02.9
dev103981,cust103981,feature_phone,1.6.12,0,45:24.1
dev103982,cust103982,tablet,3.3.3,0,02:33.3
dev103983,cust103983,ios,3.7.7,0,37:10.0
dev103984,cust103984,android,4.4.8,0,46:59.6
dev103985,cust103985,feature_phone,4.2.4,0,29:59.3
dev103986,cust103986,android,3.1.14,0,33:59.1
dev103987,cust103987,tablet,2.9.16,0,49:09.6
dev103988,cust103988,android,2.4.14,0,52:05.1
dev103989,cust103989,tablet,4.4.14,0,20:32.3
dev103990,cust103990,android,2.0.17,0,08:43.8
dev103991,cust103991,feature_phone,2.6.18,0,29:08.3
dev103992,cust103992,feature_phone,2.7.5,0,54:50.5
dev103993,cust103993,android,3.2.17,0,49:13.4
dev103994,cust103994,android,3.6.16,0,34:59.2
dev103995,cust103995,tablet,3.7.12,0,18:32.3
dev103996,cust103996,ios,3.8.16,0,47:04.5
dev103997,cust103997,ios,1.4.20,0,10:34.9
dev103998,cust103998,android,1.2.18,0,55:18.1
dev103999,cust103999,tablet,2.4.15,0,03:16.9
dev104000,cust104000,ios,1.4.15,0,15:39.3
dev104001,cust104001,feature_phone,2.7.20,0,30:37.5
dev104002,cust104002,ios,3.3.10,0,34:22.2
dev104003,cust104003,ios,1.5.20,0,26:04.0
dev104004,cust104004,feature_phone,3.7.5,0,30:17.9
dev104005,cust104005,android,4.5.18,0,30:58.0
dev104006,cust104006,android,3.3.0,0,31:55.6
dev104007,cust104007,android,3.2.19,0,03:02.4
dev104008,cust104008,feature_phone,4.5.15,0,17:17.9
dev104009,cust104009,tablet,3.4.2,0,34:10.6
dev104010,cust104010,android,3.3.6,0,05:46.1
dev104011,cust104011,android,3.3.11,0,16:11.2
dev104012,cust104012,android,2.7.12,0,27:12.4
dev104013,cust104013,feature_phone,3.7.18,0,26:36.7
dev104014,cust104014,ios,1.1.2,0,12:16.9
dev104015,cust104015,ios,2.4.11,0,40:38.3
dev104016,cust104016,tablet,1.0.2,0,06:31.3
dev104017,cust104017,feature_phone,2.2.9,0,31:35.7
dev104018,cust104018,tablet,3.7.10,0,06:53.3
dev104019,cust104019,ios,4.1.5,0,37:13.0
dev104020,cust104020,tablet,3.3.19,0,49:14.1
dev104021,cust104021,android,2.6.11,0,26:37.5
dev104022,cust104022,ios,3.1.13,1,34:58.8
dev104023,cust104023,ios,4.7.11,0,28:21.8
dev104024,cust104024,tablet,4.5.1,0,49:56.1
dev104025,cust104025,android,4.5.20,0,02:51.6
dev104026,cust104026,tablet,2.5.5,0,52:26.5
dev104027,cust104027,feature_phone,4.8.13,0,54:19.0
dev104028,cust104028,tablet,4.8.11,0,41:26.8
dev104029,cust104029,ios,2.6.9,0,24:25.7
dev104030,cust104030,ios,2.0.16,0,06:10.5
dev104031,cust104031,tablet,4.3.15,0,23:38.5
dev104032,cust104032,feature_phone,1.0.12,0,02:41.6
dev104033,cust104033,tablet,1.2.5,0,21:18.9
dev104034,cust104034,feature_phone,1.8.18,0,14:19.9
dev104035,cust104035,feature_phone,3.8.13,0,55:56.4
dev104036,cust104036,android,1.9.15,0,58:13.0
dev104037,cust104037,ios,2.0.13,0,30:21.3
dev104038,cust104038,tablet,2.5.15,1,12:05.9
dev104039,cust104039,ios,4.6.14,0,01:13.7
dev104040,cust104040,android,3.7.1,0,47:34.4
dev104041,cust104041,tablet,1.3.3,0,38:06.3
dev104042,cust104042,android,2.6.15,0,40:30.8
dev104043,cust104043,ios,3.5.1,0,48:02.4
