transaction_id,upi_id,customer_id,timestamp,amount,transaction_type,merchant_id,counterparty_upi,status,device_id,device_type,channel,fraud_flag,reversal_flag,failure_reason,Customer_Check
txn10016792,andrew4730@upi,cust103431,31:37.1,21.94,send,,user7811@upi,success,dev103431,android,qr_code,0,0,,cust103431
txn10016793,michelle9344@upi,cust105988,00:24.4,29.48,merchant_payment,merch1456,user5524@upi,success,dev201887,feature_phone,intent,0,0,,cust105988
txn10016794,suzanne8640@upi,cust102972,09:53.8,86.22,bill_pay,merch1303,user4149@upi,success,dev102972,android,qr_code,0,0,,cust102972
txn10016795,angela8155@upi,cust107334,12:08.6,32.59,send,,user6642@upi,success,dev107334,android,qr_code,0,0,,cust107334
txn10016796,susan4216@upi,cust108928,59:38.0,14.44,receive,,user7130@upi,success,dev108928,feature_phone,intent,0,0,,cust108928
txn10016797,angela6090@upi,cust109927,47:11.1,28.2,send,,user2257@upi,success,dev109927,tablet,intent,0,0,,cust109927
txn10016798,andrew1030@upi,cust104706,45:43.9,12.28,receive,,user9727@upi,success,dev104706,feature_phone,qr_code,0,0,,cust104706
txn10016799,caitlin4324@upi,cust108968,26:14.9,13.03,merchant_payment,merch1189,user8560@upi,success,dev108968,tablet,qr_code,0,0,,cust108968
txn10016800,jessica2495@upi,cust104827,29:16.3,6.24,receive,,user6687@upi,success,dev200541,android,intent,0,0,,cust104827
txn10016801,stephanie9345@upi,cust104263,22:48.4,33.22,send,,user3515@upi,success,dev104263,tablet,app,0,0,,cust104263
txn10016802,daniel8806@upi,cust108206,53:13.5,9.51,receive,,user3385@upi,failed,dev108206,feature_phone,intent,0,1,network_error,cust108206
txn10016803,richard3733@upi,cust108041,30:44.4,56.8,receive,,user9993@upi,success,dev108041,android,intent,0,0,,cust108041
txn10016804,bonnie5840@upi,cust103499,18:36.7,18.42,receive,,user6369@upi,success,dev201524,android,app,0,0,,cust103499
txn10016805,brett4751@upi,cust102323,00:36.2,23.49,merchant_payment,merch1066,user7158@upi,success,dev102323,feature_phone,app,0,0,,cust102323
txn10016806,chad2645@upi,cust105655,00:38.4,15.73,receive,,user6142@upi,success,dev105655,feature_phone,app,0,0,,cust105655
txn10016807,valerie4506@upi,cust100545,40:08.8,71.56,send,,user4009@upi,success,dev100545,android,app,0,0,,cust100545
txn10016808,michelle5717@upi,cust107223,26:20.6,14.55,bill_pay,merch1022,user5051@upi,failed,dev201838,tablet,app,0,0,network_error,cust107223
txn10016809,jillian1903@upi,cust101631,38:03.6,14.44,merchant_payment,merch1234,user6802@upi,success,dev101631,ios,app,0,0,,cust101631
txn10016810,michael9095@upi,cust107393,26:10.0,69.16,receive,,user6433@upi,success,dev107393,tablet,app,0,0,,cust107393
txn10016811,stacy1430@upi,cust101555,13:50.1,113.54,send,,user8434@upi,success,dev101555,tablet,app,0,0,,cust101555
txn10016812,tracy4559@upi,cust109297,41:19.7,22.52,receive,,user3131@upi,success,dev109297,ios,qr_code,0,0,,cust109297
txn10016813,christian5055@upi,cust102137,05:44.6,32.47,receive,,user5131@upi,success,dev102137,android,intent,0,0,,cust102137
txn10016814,angela7323@upi,cust102709,59:15.9,34.3,merchant_payment,merch1121,user6889@upi,success,dev200901,tablet,app,0,0,,cust102709
txn10016815,marilyn8229@upi,cust100603,04:22.8,17.48,send,,user6611@upi,success,dev201968,android,intent,0,0,,cust100603
txn10016816,gregory4441@upi,cust104329,18:52.8,9.97,merchant_payment,merch1096,user3583@upi,failed,dev104329,ios,intent,1,1,bank_down,cust104329
txn10016817,sharon7166@upi,cust102756,19:05.5,43.28,receive,,user3103@upi,failed,dev102756,feature_phone,intent,0,1,bank_down,cust102756
txn10016818,nathaniel4789@upi,cust105948,12:38.6,15.29,send,,user9788@upi,success,dev105948,tablet,app,0,0,,cust105948
txn10016819,katrina2147@upi,cust105769,05:53.7,19.9,merchant_payment,merch1241,user8291@upi,success,dev105769,feature_phone,qr_code,0,0,,cust105769
txn10016820,diana5228@upi,cust100531,39:15.8,66.96,receive,,user6410@upi,failed,dev100531,android,intent,0,0,account_blocked,cust100531
txn10016821,brianna2941@upi,cust102692,21:59.7,104.73,receive,,user4145@upi,success,dev102692,android,intent,0,0,,cust102692
txn10016822,john1241@upi,cust102527,21:53.4,36.66,merchant_payment,merch1244,user6902@upi,success,dev201891,ios,intent,0,0,,cust102527
txn10016823,amanda6266@upi,cust109054,41:01.7,47.78,receive,,user4981@upi,success,dev109054,android,app,0,0,,cust109054
txn10016824,dustin2670@upi,cust100978,11:32.3,8.05,send,,user4575@upi,success,dev100978,android,app,0,0,,cust100978
txn10016825,justin4862@upi,cust109650,54:30.6,61.67,receive,,user8606@upi,success,dev109650,ios,qr_code,0,0,,cust109650
txn10016826,angela6070@upi,cust107899,15:02.4,37.85,receive,,user1176@upi,success,dev107899,android,app,0,0,,cust107899
txn10016827,karen1189@upi,cust106541,45:58.2,21.07,send,,user7499@upi,success,dev106541,tablet,qr_code,0,0,,cust106541
txn10016828,james6934@upi,cust104187,28:18.1,22.63,send,,user5088@upi,success,dev104187,feature_phone,qr_code,0,0,,cust104187
txn10016829,catherine4267@upi,cust100232,54:32.7,36.08,receive,,user4814@upi,success,dev100232,feature_phone,intent,0,0,,cust100232
txn10016830,misty1775@upi,cust109198,39:28.3,87,send,,user8155@upi,success,dev109198,tablet,qr_code,0,0,,cust109198
txn10016831,paul8525@upi,cust101014,07:54.2,66.5,send,,user6551@upi,success,dev101014,android,app,0,0,,cust101014
txn10016832,teresa5355@upi,cust100210,38:09.9,42.67,send,,user4969@upi,failed,dev100210,tablet,app,0,0,network_error,cust100210
txn10016833,eric4047@upi,cust104434,24:06.9,15.73,merchant_payment,merch1372,user9999@upi,success,dev104434,ios,intent,0,0,,cust104434
txn10016834,joseph6223@upi,cust109747,48:13.6,78.97,send,,user3716@upi,success,dev109747,tablet,intent,0,0,,cust109747
txn10016835,joshua5469@upi,cust101255,52:38.0,42.58,merchant_payment,merch1347,user3598@upi,success,dev101255,android,qr_code,0,0,,cust101255
txn10016836,andrew5504@upi,cust104223,37:01.8,4.3,merchant_payment,merch1307,user1835@upi,success,dev104223,feature_phone,app,0,0,,cust104223
txn10016837,cindy8875@upi,cust105627,11:17.9,7.36,send,,user5270@upi,success,dev105627,ios,app,0,0,,cust105627
txn10016838,jessica2706@upi,cust108836,13:18.3,33.1,merchant_payment,merch1459,user9295@upi,success,dev108836,tablet,qr_code,0,0,,cust108836
txn10016839,crystal4105@upi,cust108485,08:21.2,93.96,send,,user7141@upi,success,dev108485,feature_phone,qr_code,0,0,,cust108485
txn10016840,ryan9977@upi,cust108103,11:51.0,92.42,bill_pay,merch1042,user9412@upi,success,dev108103,ios,intent,0,0,,cust108103
txn10016841,steven5519@upi,cust105076,17:58.7,28.34,send,,user5488@upi,success,dev105076,feature_phone,intent,0,0,,cust105076
txn10016842,tony9909@upi,cust103696,51:48.7,40.53,bill_pay,merch1429,user6330@upi,success,dev103696,tablet,app,0,0,,cust103696
txn10016843,taylor4050@upi,cust107940,18:30.7,24.54,send,,user1011@upi,success,dev107940,feature_phone,intent,0,0,,cust107940
txn10016844,travis1067@upi,cust100434,15:46.7,63.61,send,,user6375@upi,success,dev100434,android,app,0,0,,cust100434
txn10016845,deanna7179@upi,cust101454,05:35.0,45.86,send,,user6586@upi,success,dev101454,feature_phone,qr_code,0,0,,cust101454
txn10016846,nathaniel8611@upi,cust102935,27:22.3,13.2,receive,,user4731@upi,success,dev102935,android,app,0,0,,cust102935
txn10016847,mrs.7788@upi,cust104293,27:00.2,66.61,merchant_payment,merch1477,user8050@upi,success,dev104293,tablet,app,0,0,,cust104293
txn10016848,robert2733@upi,cust105128,17:37.8,29.17,send,,user1646@upi,success,dev105128,tablet,qr_code,0,0,,cust105128
txn10016849,larry5793@upi,cust108555,39:49.8,38.49,bill_pay,merch1322,user8348@upi,failed,dev108555,ios,app,0,1,bank_down,cust108555
txn10016850,sara3426@upi,cust106418,27:33.6,27.09,receive,,user6582@upi,success,dev106418,android,qr_code,1,0,,cust106418
txn10016851,susan3345@upi,cust103934,27:22.7,7.63,receive,,user4557@upi,success,dev201637,android,intent,0,0,,cust103934
txn10016852,lori1538@upi,cust104253,05:24.3,48.03,send,,user4686@upi,success,dev104253,tablet,qr_code,0,0,,cust104253
txn10016853,nichole5977@upi,cust108526,28:04.4,8.66,receive,,user1084@upi,success,dev108526,feature_phone,app,0,0,,cust108526
txn10016854,kimberly8597@upi,cust104123,57:26.5,30.1,merchant_payment,merch1229,user3562@upi,success,dev104123,ios,intent,0,0,,cust104123
txn10016855,dustin7555@upi,cust102351,39:24.2,32.89,merchant_payment,merch1332,user7206@upi,success,dev102351,ios,intent,0,0,,cust102351
txn10016856,sarah8617@upi,cust102732,07:39.8,24.26,merchant_payment,merch1077,user5603@upi,success,dev201854,feature_phone,intent,0,0,,cust102732
txn10016857,heather5517@upi,cust108938,33:21.3,30.04,merchant_payment,merch1139,user4987@upi,success,dev108938,tablet,app,0,0,,cust108938
txn10016858,adrian9555@upi,cust104386,26:08.4,35.17,send,,user5795@upi,success,dev200191,feature_phone,app,0,0,,cust104386
txn10016859,melissa3974@upi,cust105280,49:17.8,10.94,send,,user6162@upi,success,dev105280,android,app,0,0,,cust105280
txn10016860,elizabeth3177@upi,cust103217,32:36.4,37.79,receive,,user2223@upi,failed,dev103217,feature_phone,qr_code,0,1,account_blocked,cust103217
txn10016861,edward5633@upi,cust104048,03:15.4,68.18,receive,,user3831@upi,pending,dev104048,ios,qr_code,0,0,,cust104048
txn10016862,tiffany4116@upi,cust107228,08:51.6,63.89,merchant_payment,merch1095,user3915@upi,success,dev107228,android,qr_code,0,0,,cust107228
txn10016863,francisco5013@upi,cust104150,41:46.5,25.2,receive,,user8009@upi,success,dev104150,android,intent,0,0,,cust104150
txn10016864,amy3056@upi,cust105362,57:09.3,100.73,send,,user2832@upi,success,dev105362,feature_phone,app,0,0,,cust105362
txn10016865,keith4889@upi,cust100186,07:17.3,75.53,send,,user6422@upi,pending,dev200067,feature_phone,qr_code,0,0,,cust100186
txn10016866,jennifer6222@upi,cust101774,35:48.2,30.6,merchant_payment,merch1109,user5921@upi,success,dev101774,feature_phone,app,0,0,,cust101774
txn10016867,angel6706@upi,cust105191,24:23.3,14.56,send,,user1879@upi,success,dev105191,tablet,qr_code,0,0,,cust105191
txn10016868,april7070@upi,cust104024,14:41.4,129.87,send,,user5342@upi,success,dev200486,feature_phone,qr_code,0,0,,cust104024
txn10016869,katherine8687@upi,cust106174,12:24.2,231.92,bill_pay,merch1259,user4005@upi,success,dev106174,ios,app,0,0,,cust106174
txn10016870,monique9262@upi,cust106056,10:56.7,30.87,receive,,user6215@upi,success,dev106056,tablet,qr_code,0,0,,cust106056
txn10016871,carla1457@upi,cust105116,14:04.8,33.95,bill_pay,merch1250,user7428@upi,success,dev105116,feature_phone,qr_code,0,0,,cust105116
txn10016872,natalie7362@upi,cust101684,10:13.9,26.2,receive,,user1618@upi,success,dev200839,android,intent,0,0,,cust101684
txn10016873,elizabeth1542@upi,cust104712,34:12.6,45.58,send,,user2519@upi,success,dev104712,android,qr_code,0,0,,cust104712
txn10016874,stephanie7294@upi,cust105083,51:26.4,15.31,receive,,user3006@upi,success,dev105083,feature_phone,app,0,0,,cust105083
txn10016875,andrew1494@upi,cust108441,26:12.3,41.73,receive,,user9451@upi,success,dev108441,tablet,qr_code,0,0,,cust108441
txn10016876,john8963@upi,cust104901,27:47.8,53.64,send,,user8417@upi,success,dev104901,android,app,0,0,,cust104901
txn10016877,aaron9564@upi,cust103036,21:30.1,60.38,receive,,user3927@upi,success,dev103036,ios,qr_code,0,0,,cust103036
txn10016878,allison8533@upi,cust103477,27:39.0,28.46,send,,user9678@upi,success,dev103477,feature_phone,intent,0,0,,cust103477
txn10016879,matthew8477@upi,cust108146,33:13.8,34.77,receive,,user3116@upi,success,dev108146,tablet,qr_code,0,0,,cust108146
txn10016880,david7014@upi,cust107312,49:34.2,23.66,send,,user2627@upi,success,dev107312,ios,app,0,0,,cust107312
txn10016881,robert7256@upi,cust104897,48:31.0,28.34,merchant_payment,merch1096,user8487@upi,success,dev104897,android,app,0,0,,cust104897
txn10016882,douglas8817@upi,cust105695,00:28.6,65.17,send,,user7256@upi,success,dev105695,android,app,0,0,,cust105695
txn10016883,sue5826@upi,cust108491,05:15.5,27.86,merchant_payment,merch1103,user5807@upi,failed,dev200896,ios,qr_code,0,1,account_blocked,cust108491
txn10016884,victoria3722@upi,cust104568,43:46.3,105.24,send,,user8480@upi,success,dev200318,ios,intent,0,0,,cust104568
txn10016885,brett8280@upi,cust103353,31:22.8,15.06,receive,,user4860@upi,success,dev103353,feature_phone,qr_code,0,0,,cust103353
txn10016886,john7092@upi,cust102239,16:13.4,27.72,receive,,user7741@upi,success,dev102239,ios,qr_code,0,0,,cust102239
txn10016887,natalie3219@upi,cust100587,18:13.6,49.67,send,,user3178@upi,success,dev100587,tablet,qr_code,0,0,,cust100587
txn10016888,donna1441@upi,cust101618,56:21.3,40.12,send,,user7295@upi,success,dev101618,ios,app,0,0,,cust101618
txn10016889,mr.9959@upi,cust106374,43:59.6,35.41,bill_pay,merch1100,user2475@upi,success,dev106374,ios,app,0,0,,cust106374
txn10016890,ricardo3117@upi,cust100322,46:25.3,25.67,send,,user1148@upi,success,dev100322,feature_phone,intent,0,0,,cust100322
txn10016891,madison1016@upi,cust107720,17:27.8,53.72,merchant_payment,merch1025,user4897@upi,success,dev107720,feature_phone,qr_code,0,0,,cust107720
txn10016892,brenda7634@upi,cust100259,50:24.0,92.56,merchant_payment,merch1371,user7857@upi,success,dev100259,android,app,0,0,,cust100259
txn10016893,michele4098@upi,cust101182,22:12.8,23.56,receive,,user7358@upi,success,dev101182,android,app,0,0,,cust101182
txn10016894,william2342@upi,cust103226,03:21.9,16.21,send,,user1300@upi,success,dev103226,feature_phone,intent,0,0,,cust103226
txn10016895,lori8411@upi,cust100202,09:22.4,24.11,send,,user7230@upi,success,dev100202,ios,intent,0,0,,cust100202
txn10016896,michael6933@upi,cust105356,51:09.6,14.95,send,,user9983@upi,success,dev105356,feature_phone,intent,0,0,,cust105356
txn10016897,anthony9705@upi,cust102991,27:31.8,23.14,receive,,user5070@upi,success,dev102991,tablet,qr_code,0,0,,cust102991
txn10016898,joseph6038@upi,cust102758,12:48.2,28.17,bill_pay,merch1013,user1666@upi,success,dev102758,feature_phone,app,0,0,,cust102758
txn10016899,david8779@upi,cust101837,51:43.2,9.33,send,,user1985@upi,success,dev101837,tablet,intent,0,0,,cust101837
txn10016900,lauren2212@upi,cust109265,59:00.5,30.55,receive,,user7681@upi,success,dev109265,ios,qr_code,0,0,,cust109265
txn10016901,kenneth7311@upi,cust104996,04:13.1,24.79,receive,,user3433@upi,success,dev104996,android,app,0,0,,cust104996
txn10016902,jesse9098@upi,cust101913,32:11.4,15.56,bill_pay,merch1115,user5327@upi,success,dev101913,ios,app,0,0,,cust101913
txn10016903,dorothy5635@upi,cust104162,17:02.4,16.91,send,,user1366@upi,success,dev104162,feature_phone,qr_code,0,0,,cust104162
txn10016904,wesley5221@upi,cust109497,51:13.0,13.11,send,,user3223@upi,success,dev109497,feature_phone,intent,0,0,,cust109497
txn10016905,wendy7414@upi,cust103310,09:42.9,8.73,receive,,user6516@upi,success,dev103310,feature_phone,intent,0,0,,cust103310
txn10016906,james5729@upi,cust108536,44:59.5,34.03,receive,,user2974@upi,success,dev108536,ios,qr_code,0,0,,cust108536
txn10016907,jamie5206@upi,cust103238,09:19.0,17.23,receive,,user4090@upi,success,dev103238,ios,intent,0,0,,cust103238
txn10016908,vanessa8978@upi,cust101583,32:33.9,16.34,send,,user1499@upi,success,dev201427,tablet,qr_code,0,0,,cust101583
txn10016909,ashley9443@upi,cust104257,55:21.1,20.43,receive,,user3588@upi,success,dev104257,feature_phone,qr_code,0,0,,cust104257
txn10016910,lisa8142@upi,cust106049,40:10.9,40,send,,user9570@upi,success,dev106049,feature_phone,app,0,0,,cust106049
txn10016911,jillian4580@upi,cust106730,58:20.1,30.32,send,,user9406@upi,success,dev106730,tablet,intent,0,0,,cust106730
txn10016912,gary9495@upi,cust103516,21:01.7,16.37,receive,,user3043@upi,success,dev103516,feature_phone,qr_code,0,0,,cust103516
txn10016913,luis6604@upi,cust107061,33:43.6,31.96,merchant_payment,merch1220,user6203@upi,pending,dev107061,tablet,qr_code,0,0,,cust107061
txn10016914,franklin7938@upi,cust100896,19:33.9,83.47,receive,,user2246@upi,success,dev100896,tablet,app,0,0,,cust100896
txn10016915,michele8367@upi,cust104522,04:07.1,29.22,receive,,user5402@upi,success,dev201787,ios,app,0,0,,cust104522
txn10016916,matthew5144@upi,cust101639,19:32.0,28.58,merchant_payment,merch1235,user9529@upi,success,dev101639,feature_phone,intent,0,0,,cust101639
txn10016917,christopher9199@upi,cust100624,10:51.6,56.85,merchant_payment,merch1038,user1310@upi,pending,dev100624,tablet,qr_code,0,0,,cust100624
txn10016918,jessica1326@upi,cust101436,20:12.2,81.1,send,,user7295@upi,success,dev101436,feature_phone,qr_code,0,0,,cust101436
txn10016919,amy9101@upi,cust109231,59:17.4,25.82,merchant_payment,merch1129,user4464@upi,success,dev109231,android,app,0,0,,cust109231
txn10016920,katrina6737@upi,cust103204,17:19.6,7.71,send,,user4309@upi,success,dev103204,tablet,qr_code,1,0,,cust103204
txn10016921,derrick2351@upi,cust107168,58:24.8,36.99,receive,,user6729@upi,success,dev107168,android,app,0,0,,cust107168
txn10016922,john5672@upi,cust103118,07:46.1,41.36,merchant_payment,merch1298,user2978@upi,success,dev103118,tablet,app,0,0,,cust103118
txn10016923,roger5008@upi,cust106785,02:41.9,79.6,send,,user9017@upi,success,dev106785,feature_phone,app,0,0,,cust106785
txn10016924,paul7716@upi,cust100251,15:10.5,51.02,merchant_payment,merch1351,user7138@upi,success,dev100251,tablet,qr_code,0,0,,cust100251
txn10016925,ricardo6252@upi,cust101024,15:07.8,13.77,send,,user2804@upi,success,dev101024,ios,qr_code,0,0,,cust101024
txn10016926,amanda1734@upi,cust101293,13:47.8,126.49,merchant_payment,merch1469,user4079@upi,success,dev101293,tablet,app,0,0,,cust101293
txn10016927,melissa9689@upi,cust102425,04:58.6,68.75,merchant_payment,merch1128,user5707@upi,success,dev102425,tablet,intent,0,0,,cust102425
txn10016928,patricia8815@upi,cust107746,47:22.5,65.57,send,,user2997@upi,success,dev107746,android,qr_code,0,0,,cust107746
txn10016929,deborah4692@upi,cust108655,55:26.2,35.44,send,,user1950@upi,success,dev108655,android,intent,0,0,,cust108655
txn10016930,janet4073@upi,cust107197,02:04.8,35.2,merchant_payment,merch1049,user3396@upi,success,dev107197,android,intent,0,0,,cust107197
txn10016931,francisco4017@upi,cust109579,25:03.8,9.88,receive,,user2387@upi,success,dev109579,android,qr_code,0,0,,cust109579
txn10016932,ricardo1799@upi,cust102172,46:58.1,25.69,send,,user7479@upi,success,dev102172,android,qr_code,0,0,,cust102172
txn10016933,nicholas7370@upi,cust109257,51:24.8,23.03,send,,user3587@upi,success,dev109257,feature_phone,app,0,0,,cust109257
txn10016934,julia6000@upi,cust104641,44:58.8,47.17,send,,user5599@upi,success,dev200512,tablet,qr_code,0,0,,cust104641
txn10016935,elizabeth1113@upi,cust105512,55:27.6,40.87,merchant_payment,merch1011,user4777@upi,success,dev105512,tablet,app,0,0,,cust105512
txn10016936,joseph3647@upi,cust101424,48:35.6,17.71,receive,,user6153@upi,success,dev101424,ios,qr_code,0,0,,cust101424
txn10016937,austin1803@upi,cust101871,46:54.5,8.84,merchant_payment,merch1233,user1880@upi,success,dev101871,ios,intent,0,0,,cust101871
txn10016938,heather2207@upi,cust104579,51:02.4,30.94,receive,,user2897@upi,success,dev104579,tablet,app,0,0,,cust104579
txn10016939,jaclyn3699@upi,cust101995,12:23.8,51.23,send,,user6445@upi,success,dev101995,android,app,0,0,,cust101995
txn10016940,javier1494@upi,cust108671,46:05.8,72.33,receive,,user5265@upi,success,dev108671,android,intent,0,0,,cust108671
txn10016941,brittany7804@upi,cust106501,12:20.0,68.26,receive,,user1068@upi,success,dev106501,tablet,intent,0,0,,cust106501
txn10016942,joshua9087@upi,cust104017,00:10.7,18.68,receive,,user3022@upi,failed,dev104017,feature_phone,app,0,0,network_error,cust104017
txn10016943,april4907@upi,cust100851,21:09.8,75.14,receive,,user7873@upi,success,dev100851,android,qr_code,0,0,,cust100851
txn10016944,wendy7219@upi,cust107585,32:11.7,61.63,receive,,user9158@upi,success,dev107585,ios,qr_code,0,0,,cust107585
txn10016945,ryan6197@upi,cust100265,08:44.3,85.62,receive,,user5208@upi,success,dev100265,tablet,qr_code,0,0,,cust100265
txn10016946,kevin5099@upi,cust101557,04:18.8,78.17,receive,,user7084@upi,success,dev101557,feature_phone,intent,0,0,,cust101557
txn10016947,travis1067@upi,cust100434,56:59.7,37.26,send,,user1735@upi,success,dev100434,android,intent,0,0,,cust100434
txn10016948,eric1598@upi,cust102778,29:49.8,20.27,send,,user8009@upi,success,dev102778,ios,app,0,0,,cust102778
txn10016949,bianca5778@upi,cust102716,52:29.7,24.55,send,,user4353@upi,pending,dev102716,android,qr_code,0,0,,cust102716
txn10016950,dawn5871@upi,cust101784,20:36.3,28.62,send,,user1043@upi,success,dev101784,android,app,0,0,,cust101784
txn10016951,christopher6278@upi,cust109043,21:45.5,275.27,send,,user1560@upi,failed,dev109043,android,qr_code,0,0,account_blocked,cust109043
txn10016952,jimmy6523@upi,cust100534,40:23.6,69.49,receive,,user3025@upi,success,dev100534,ios,intent,0,0,,cust100534
txn10016953,cynthia4678@upi,cust107295,51:58.8,13.48,send,,user2704@upi,success,dev107295,feature_phone,app,0,0,,cust107295
txn10016954,carl9172@upi,cust105181,36:54.2,7.59,send,,user9541@upi,success,dev105181,tablet,qr_code,0,0,,cust105181
txn10016955,jessica2503@upi,cust102009,30:10.0,18.96,bill_pay,merch1129,user5771@upi,success,dev102009,ios,intent,0,0,,cust102009
txn10016956,daniel9259@upi,cust106514,54:18.7,12.81,receive,,user4793@upi,success,dev106514,android,app,0,0,,cust106514
txn10016957,derrick5448@upi,cust109041,40:54.5,38.73,send,,user9999@upi,failed,dev109041,android,qr_code,0,0,network_error,cust109041
txn10016958,bridget3836@upi,cust108621,26:10.5,55.06,receive,,user8340@upi,failed,dev108621,tablet,intent,0,1,incorrect_pin,cust108621
txn10016959,mark2619@upi,cust107993,14:58.0,33.31,receive,,user7692@upi,failed,dev107993,ios,app,0,1,bank_down,cust107993
txn10016960,reginald7049@upi,cust105881,59:06.1,28.33,receive,,user5208@upi,pending,dev105881,feature_phone,app,0,0,,cust105881
txn10016961,timothy2584@upi,cust102801,23:34.6,11.67,send,,user4436@upi,success,dev102801,ios,app,0,0,,cust102801
txn10016962,tiffany3561@upi,cust105872,12:42.2,98.19,merchant_payment,merch1093,user3456@upi,success,dev105872,android,app,0,0,,cust105872
txn10016963,natalie2802@upi,cust100472,10:18.2,54.94,merchant_payment,merch1116,user7409@upi,success,dev100472,ios,intent,0,0,,cust100472
txn10016964,justin2036@upi,cust108619,15:37.2,26.99,receive,,user9105@upi,success,dev108619,android,qr_code,0,0,,cust108619
txn10016965,melissa4833@upi,cust102425,40:08.2,39.1,send,,user7126@upi,pending,dev102425,tablet,intent,0,0,,cust102425
txn10016966,alexandra7520@upi,cust104376,09:00.0,21.69,send,,user3058@upi,success,dev104376,feature_phone,app,0,0,,cust104376
txn10016967,robert8222@upi,cust104392,16:01.4,80.03,merchant_payment,merch1322,user9617@upi,failed,dev104392,ios,qr_code,0,0,network_error,cust104392
txn10016968,sharon6757@upi,cust101122,07:45.2,63.53,merchant_payment,merch1367,user9280@upi,success,dev101122,android,intent,0,0,,cust101122
txn10016969,don3393@upi,cust105718,01:35.7,49.6,receive,,user4250@upi,success,dev105718,android,qr_code,0,0,,cust105718
txn10016970,julie3323@upi,cust104961,36:57.2,20.01,send,,user4847@upi,success,dev104961,android,app,0,0,,cust104961
txn10016971,william6040@upi,cust102755,13:07.5,26.39,receive,,user7316@upi,success,dev102755,android,app,0,0,,cust102755
txn10016972,emily3094@upi,cust106379,55:52.2,67.33,receive,,user4085@upi,success,dev106379,ios,qr_code,0,0,,cust106379
txn10016973,casey4902@upi,cust102044,46:35.6,49.46,merchant_payment,merch1106,user1539@upi,success,dev102044,feature_phone,qr_code,0,0,,cust102044
txn10016974,jessica3849@upi,cust100822,13:31.4,35.44,send,,user3898@upi,success,dev200089,android,qr_code,0,0,,cust100822
txn10016975,aaron8362@upi,cust108186,53:13.3,82.4,send,,user4177@upi,success,dev108186,android,intent,0,0,,cust108186
txn10016976,anita4227@upi,cust105226,46:29.7,14.94,send,,user1212@upi,success,dev105226,android,intent,0,0,,cust105226
txn10016977,shawn8485@upi,cust106398,43:41.9,63.56,send,,user7847@upi,success,dev106398,android,intent,0,0,,cust106398
txn10016978,benjamin3584@upi,cust106035,28:39.0,16.03,receive,,user6609@upi,success,dev201881,android,intent,0,0,,cust106035
txn10016979,michelle9344@upi,cust105988,58:15.8,16.88,merchant_payment,merch1000,user5118@upi,success,dev105988,ios,intent,0,0,,cust105988
txn10016980,douglas9175@upi,cust106983,38:46.6,40.73,receive,,user1107@upi,success,dev106983,tablet,qr_code,0,0,,cust106983
txn10016981,carl2513@upi,cust109338,17:42.8,40.62,receive,,user7995@upi,success,dev109338,feature_phone,app,0,0,,cust109338
txn10016982,adrian9555@upi,cust104386,18:47.9,45.27,receive,,user9901@upi,success,dev104386,ios,qr_code,0,0,,cust104386
txn10016983,stephen9427@upi,cust109160,45:02.6,37.88,send,,user9843@upi,success,dev109160,tablet,app,0,0,,cust109160
txn10016984,michelle9350@upi,cust106965,40:47.4,18.44,send,,user1428@upi,success,dev200581,ios,qr_code,0,0,,cust106965
txn10016985,heidi4253@upi,cust102525,58:02.5,21.11,receive,,user7231@upi,success,dev102525,android,qr_code,0,0,,cust102525
txn10016986,jennifer8207@upi,cust109193,35:34.0,10.81,receive,,user1607@upi,success,dev109193,ios,app,0,0,,cust109193
txn10016987,rebecca6115@upi,cust109094,24:37.3,35.73,receive,,user2613@upi,success,dev109094,android,app,0,0,,cust109094
txn10016988,joann2912@upi,cust101606,57:20.1,22.57,send,,user8502@upi,success,dev101606,ios,app,0,0,,cust101606
txn10016989,dr.5798@upi,cust105054,05:09.8,84.06,merchant_payment,merch1329,user5998@upi,success,dev105054,ios,qr_code,0,0,,cust105054
txn10016990,sandra2869@upi,cust106038,06:16.3,61.55,merchant_payment,merch1086,user6157@upi,success,dev106038,feature_phone,intent,0,0,,cust106038
txn10016991,david7890@upi,cust106970,21:32.6,31.1,send,,user5515@upi,success,dev106970,feature_phone,intent,0,0,,cust106970
txn10016992,douglas7274@upi,cust105177,03:27.4,135.52,receive,,user5842@upi,success,dev105177,feature_phone,qr_code,0,0,,cust105177
txn10016993,amanda8491@upi,cust103729,01:50.3,32.63,receive,,user1040@upi,success,dev103729,tablet,intent,0,0,,cust103729
txn10016994,christopher5706@upi,cust106604,55:23.4,20.51,merchant_payment,merch1456,user4788@upi,success,dev201312,ios,intent,0,0,,cust106604
txn10016995,richard3362@upi,cust108509,49:31.1,101.28,send,,user9207@upi,success,dev108509,tablet,qr_code,0,0,,cust108509
txn10016996,amber3799@upi,cust100833,55:14.9,47.5,send,,user7182@upi,success,dev100833,ios,qr_code,0,0,,cust100833
txn10016997,ian3611@upi,cust102743,52:01.2,41.48,receive,,user5896@upi,success,dev102743,tablet,app,0,0,,cust102743
txn10016998,christopher4132@upi,cust102608,19:48.2,15.49,send,,user8371@upi,success,dev102608,tablet,app,0,0,,cust102608
txn10016999,amanda4363@upi,cust101293,25:36.0,17.57,receive,,user3587@upi,success,dev101293,tablet,qr_code,0,0,,cust101293
